Gene Symbol	CUI Term	Phenotype Name	
CASC20	C0009404	Colorectal Neoplasms	
LAMA5	C0009404	Colorectal Neoplasms	
GPR143	C0009404	Colorectal Neoplasms	
SHROOM2	C0009404	Colorectal Neoplasms	
ELOVL5	C0009404	Colorectal Neoplasms	
RPS3AP46	C0009404	Colorectal Neoplasms	
MIR5580	C0009404	Colorectal Neoplasms	
DUSP10	C0009404	Colorectal Neoplasms	
QRSL1P2	C0009404	Colorectal Neoplasms	
VTI1A	C0009404	Colorectal Neoplasms	
TERT	C0024121	Lung Neoplasms	
HYKK	C0024121	Lung Neoplasms	
TP63	C0024121	Lung Neoplasms	
BRCA2	C0024121	Lung Neoplasms	
VTI1A	C0024121	Lung Neoplasms	
DNAH11	C0024121	Lung Neoplasms	
CHRNA3	C0024121	Lung Neoplasms	
FOXP4-AS1	C0024121	Lung Neoplasms	
MTMR3	C0024121	Lung Neoplasms	
LRFN2	C0024121	Lung Neoplasms	
TNFRSF19	C0024121	Lung Neoplasms	
MIPEP	C0024121	Lung Neoplasms	
CHEK2	C0024121	Lung Neoplasms	
UBA52P6	C0024121	Lung Neoplasms	
DMRTA1	C0024121	Lung Neoplasms	
SFTPD	C0024115	Pulmonary Disease, Chronic Obstructive	
ZNRF2P3	C0024115	Pulmonary Disease, Chronic Obstructive	
SCGB1A1	C0024115	Pulmonary Disease, Chronic Obstructive	
CHRNA3	C0024115	Pulmonary Disease, Chronic Obstructive	
KRT18P51	C0024115	Pulmonary Disease, Chronic Obstructive	
HHIP-AS1	C0024115	Pulmonary Disease, Chronic Obstructive	
FAM13A	C0024115	Pulmonary Disease, Chronic Obstructive	
AHNAK	C0024115	Pulmonary Disease, Chronic Obstructive	
ATP2C2	C0024115	Pulmonary Disease, Chronic Obstructive	
TMEM254	C0024115	Pulmonary Disease, Chronic Obstructive	
RPL22P18	C0024115	Pulmonary Disease, Chronic Obstructive	
C1DP3	C0024115	Pulmonary Disease, Chronic Obstructive	
C1DP2	C0024115	Pulmonary Disease, Chronic Obstructive	
ANXA11	C0024115	Pulmonary Disease, Chronic Obstructive	
ASRGL1	C0024115	Pulmonary Disease, Chronic Obstructive	
HYKK	C0024115	Pulmonary Disease, Chronic Obstructive	
HLA-C	C0024115	Pulmonary Disease, Chronic Obstructive	
KRT18P13	C0040136	Thyroid Neoplasms	
FOXE1	C0040136	Thyroid Neoplasms	
C9orf156	C0040136	Thyroid Neoplasms	
PTCSC3	C0040136	Thyroid Neoplasms	
MBIP	C0040136	Thyroid Neoplasms	
DIRC3	C0040136	Thyroid Neoplasms	
CDK10	C0025202	Melanoma	
AFG3L1P	C0025202	Melanoma	
PIGU	C0025202	Melanoma	
TYR	C0025202	Melanoma	
IFITM9P	C0025202	Melanoma	
CCND1	C0025202	Melanoma	
FTO	C0025202	Melanoma	
YWHAZP5	C0025202	Melanoma	
RPL23AP59	C0025202	Melanoma	
OCA2	C0025202	Melanoma	
SLC25A6P5	C0025202	Melanoma	
MIR8081	C0025202	Melanoma	
LOC100996521	C0025202	Melanoma	
APOC1	C0033923	Psychomotor Performance	
MTCO3P1	C0022658	Kidney Diseases	
HLA-DQA2	C0022658	Kidney Diseases	
RNA5SP478	C0022658	Kidney Diseases	
NXT1	C0022658	Kidney Diseases	
C8orf46	C0022658	Kidney Diseases	
MYBL1	C0022658	Kidney Diseases	
COMMD5	C0022658	Kidney Diseases	
ZNF250	C0022658	Kidney Diseases	
PSMB8	C0022658	Kidney Diseases	
LDHAP4	C0022658	Kidney Diseases	
CLCN3P1	C0022658	Kidney Diseases	
MIR4300	C0022658	Kidney Diseases	
RPS28P7	C0022658	Kidney Diseases	
ACSS3	C0022658	Kidney Diseases	
HIBADH	C0022658	Kidney Diseases	
BMP2K	C0022658	Kidney Diseases	
EGLN3P1	C0022658	Kidney Diseases	
SLC15A5	C0022658	Kidney Diseases	
RPSAP35	C0022658	Kidney Diseases	
NT5C3AP1	C0022658	Kidney Diseases	
PTPRT	C0022658	Kidney Diseases	
CFH	C0022658	Kidney Diseases	
SMIM21	C0022658	Kidney Diseases	
ZNF516	C0022658	Kidney Diseases	
RYR2	C0022658	Kidney Diseases	
C6orf10	C0022658	Kidney Diseases	
HORMAD2	C0022658	Kidney Diseases	
RAB5B	C0032460	Polycystic Ovary Syndrome	
SUOX	C0032460	Polycystic Ovary Syndrome	
THADA	C0032460	Polycystic Ovary Syndrome	
YAP1	C0032460	Polycystic Ovary Syndrome	
HMGA2	C0032460	Polycystic Ovary Syndrome	
LHCGR	C0032460	Polycystic Ovary Syndrome	
STON1-GTF2A1L	C0032460	Polycystic Ovary Syndrome	
DENND1A	C0032460	Polycystic Ovary Syndrome	
C9orf3	C0032460	Polycystic Ovary Syndrome	
FSHR	C0032460	Polycystic Ovary Syndrome	
ERBB4	C0032460	Polycystic Ovary Syndrome	
LINC00919	C0032460	Polycystic Ovary Syndrome	
TOX3	C0032460	Polycystic Ovary Syndrome	
KCNA4	C0032460	Polycystic Ovary Syndrome	
FSHB	C0032460	Polycystic Ovary Syndrome	
RNU7-14P	C0032460	Polycystic Ovary Syndrome	
SUMO1P1	C0032460	Polycystic Ovary Syndrome	
CFB	C0040128	Thyroid Diseases	
NCR3	C0040128	Thyroid Diseases	
UQCRHP1	C0040128	Thyroid Diseases	
LOC101929072	C0040128	Thyroid Diseases	
TAP2	C0040128	Thyroid Diseases	
BTNL2	C0040128	Thyroid Diseases	
PTPN22	C0040128	Thyroid Diseases	
LINC00243	C0040128	Thyroid Diseases	
AP4B1-AS1	C0040128	Thyroid Diseases	
BCL2L15	C0040128	Thyroid Diseases	
IL23R	C0040128	Thyroid Diseases	
ADGRL2	C0040128	Thyroid Diseases	
PHTF1	C0040128	Thyroid Diseases	
ATG16L1	C0040128	Thyroid Diseases	
DAG1	C0040128	Thyroid Diseases	
MIR1305	C0040128	Thyroid Diseases	
DCTD	C0040128	Thyroid Diseases	
LINC00603	C0040128	Thyroid Diseases	
PTGER4	C0040128	Thyroid Diseases	
ATP8A2P1	C0040128	Thyroid Diseases	
LINC00993	C0040128	Thyroid Diseases	
ZNF365	C0040128	Thyroid Diseases	
ALDH7A1P4	C0040128	Thyroid Diseases	
IGF2-AS	C0040128	Thyroid Diseases	
IGF2	C0040128	Thyroid Diseases	
INS-IGF2	C0040128	Thyroid Diseases	
SMAD3	C0040128	Thyroid Diseases	
NKD1	C0040128	Thyroid Diseases	
NKX2-3	C0040128	Thyroid Diseases	
SLC25A28	C0040128	Thyroid Diseases	
ANKRD55	C0040128	Thyroid Diseases	
RNU4ATAC2P	C0040128	Thyroid Diseases	
ADRA1B	C0040128	Thyroid Diseases	
LRRK2	C0040128	Thyroid Diseases	
ZPR1	C0020557	Hypertriglyceridemia	
BUD13	C0020557	Hypertriglyceridemia	
TERT	C0017636	Glioblastoma	
RTEL1	C0017636	Glioblastoma	
RTEL1-TNFRSF6B	C0017636	Glioblastoma	
TP53	C0017636	Glioblastoma	
CDKN2B-AS1	C0017636	Glioblastoma	
SEC61G	C0017636	Glioblastoma	
EGFR	C0017636	Glioblastoma	
NOTCH4	C0004096	Asthma	
GSDMB	C0004096	Asthma	
GSDMA	C0004096	Asthma	
SLC25A46	C0004096	Asthma	
TSLP	C0004096	Asthma	
MMS22L	C0004096	Asthma	
MIR2113	C0004096	Asthma	
IL1RL1	C0004096	Asthma	
PBX2	C0004096	Asthma	
RNA5SP299	C0004096	Asthma	
LINC00709	C0004096	Asthma	
C11orf30	C0004096	Asthma	
LRRC32	C0004096	Asthma	
C6orf10	C0004096	Asthma	
HLA-DQB1	C0004096	Asthma	
MTCO3P1	C0004096	Asthma	
CDHR3	C0004096	Asthma	
HLA-DQA1	C0004096	Asthma	
HERC2	C0004096	Asthma	
CRB1	C0004096	Asthma	
IKZF4	C0004096	Asthma	
HLA-DRA	C0004096	Asthma	
HLA-DRB9	C0004096	Asthma	
SLC30A8	C0004096	Asthma	
IL33	C0004096	Asthma	
CHI3L1	C0004096	Asthma	
CHIT1	C0004096	Asthma	
LSM3P4	C0004096	Asthma	
USP38	C0004096	Asthma	
RANBP6	C0004096	Asthma	
GTF3AP1	C0004096	Asthma	
TLR1	C0004096	Asthma	
HCG23	C0004096	Asthma	
HLA-DQA2	C0004096	Asthma	
WDR36	C0004096	Asthma	
RPS3AP21	C0004096	Asthma	
DBX1	C0004096	Asthma	
HTATIP2	C0004096	Asthma	
CRNN	C0004096	Asthma	
LCE5A	C0004096	Asthma	
CDK2	C0004096	Asthma	
PMEL	C0004096	Asthma	
MIR4431	C0004096	Asthma	
ASB3	C0004096	Asthma	
HLA-DPA1	C0004096	Asthma	
HLA-DPB1	C0004096	Asthma	
MUC5B	C0206062	Lung Diseases, Interstitial	
DSP	C0206062	Lung Diseases, Interstitial	
TERT	C0206062	Lung Diseases, Interstitial	
MAPT	C0206062	Lung Diseases, Interstitial	
MUC6	C0206062	Lung Diseases, Interstitial	
MUC2	C0206062	Lung Diseases, Interstitial	
LRRC34	C0206062	Lung Diseases, Interstitial	
MUC5AC	C0206062	Lung Diseases, Interstitial	
DPP9	C0206062	Lung Diseases, Interstitial	
IVD	C0206062	Lung Diseases, Interstitial	
FAM13A	C0206062	Lung Diseases, Interstitial	
HLA-DRB1	C0007873	Uterine Cervical Neoplasms	
HLA-DQA1	C0007873	Uterine Cervical Neoplasms	
MICA	C0007873	Uterine Cervical Neoplasms	
HLA-X	C0007873	Uterine Cervical Neoplasms	
EXOC1	C0007873	Uterine Cervical Neoplasms	
ZPBP2	C0007873	Uterine Cervical Neoplasms	
GSDMB	C0007873	Uterine Cervical Neoplasms	
TP53	C0007097	Carcinoma, Squamous Cell	
LINC-PINT	C0007097	Carcinoma, Squamous Cell	
MC1R	C0007097	Carcinoma, Squamous Cell	
TGM3	C0007097	Carcinoma, Squamous Cell	
PADI6	C0007097	Carcinoma, Squamous Cell	
RNA5SP299	C0007097	Carcinoma, Squamous Cell	
LINC00709	C0007097	Carcinoma, Squamous Cell	
FTH1P2	C0007097	Carcinoma, Squamous Cell	
ISCA1P2	C0007097	Carcinoma, Squamous Cell	
CLPTM1L	C0007097	Carcinoma, Squamous Cell	
RGS22	C0007097	Carcinoma, Squamous Cell	
LINC01111	C0007097	Carcinoma, Squamous Cell	
MRPL9P1	C0007097	Carcinoma, Squamous Cell	
MYCN	C0007097	Carcinoma, Squamous Cell	
FAM49A	C0007097	Carcinoma, Squamous Cell	
CDKN2B-AS1	C0007097	Carcinoma, Squamous Cell	
HLA-DRB1	C0007097	Carcinoma, Squamous Cell	
KIF1B	C0007097	Carcinoma, Squamous Cell	
HLA-DQB1	C0007097	Carcinoma, Squamous Cell	
MTCO3P1	C0007097	Carcinoma, Squamous Cell	
LOC101929072	C0007097	Carcinoma, Squamous Cell	
MICA	C0007097	Carcinoma, Squamous Cell	
STAT4	C0007097	Carcinoma, Squamous Cell	
GRIK1	C0007097	Carcinoma, Squamous Cell	
PRNP	C0022336	Creutzfeldt-Jakob Syndrome	
IRF4	C0024299	Lymphoma, Large B-Cell, Diffuse	
EXOC2	C0024299	Lymphoma, Large B-Cell, Diffuse	
PVT1	C0024299	Lymphoma, Large B-Cell, Diffuse	
MIR1208	C0024299	Lymphoma, Large B-Cell, Diffuse	
LINC00824	C0024299	Lymphoma, Large B-Cell, Diffuse	
HLA-B	C0024299	Lymphoma, Large B-Cell, Diffuse	
MIR6891	C0024299	Lymphoma, Large B-Cell, Diffuse	
ADH1B	C0018671	Head and Neck Neoplasms	
ADH7	C0018671	Head and Neck Neoplasms	
RPL36AP40	C0036572	Seizures, Febrile	
ANO3	C0036572	Seizures, Febrile	
SCN1A	C0036572	Seizures, Febrile	
LOC101929680	C0036572	Seizures, Febrile	
IFI44L	C0036572	Seizures, Febrile	
MRPL2P1	C0036572	Seizures, Febrile	
LINC00615	C0036572	Seizures, Febrile	
MIR29B2	C0036572	Seizures, Febrile	
CD34	C0036572	Seizures, Febrile	
SCN2A	C0036572	Seizures, Febrile	
TMEM173	C0279626	Esophageal Squamous Cell Carcinoma	
PLCE1	C0279626	Esophageal Squamous Cell Carcinoma	
ATP1B2	C0279626	Esophageal Squamous Cell Carcinoma	
ALS2CR12	C0279626	Esophageal Squamous Cell Carcinoma	
HNF1B	C0014170	Endometrial Neoplasms	
LOC643623	C0014170	Endometrial Neoplasms	
CYP19A1	C0014170	Endometrial Neoplasms	
RNY1P8	C0014170	Endometrial Neoplasms	
MARK2P12	C0014170	Endometrial Neoplasms	
LRP1	C0149931	Migraine Disorders	
PRDM16	C0149931	Migraine Disorders	
TSPAN2	C0149931	Migraine Disorders	
NGF	C0149931	Migraine Disorders	
TRPM8	C0149931	Migraine Disorders	
FHL5	C0149931	Migraine Disorders	
LOC101927066	C0149931	Migraine Disorders	
MEF2D	C0149931	Migraine Disorders	
PHACTR1	C0149931	Migraine Disorders	
DPP4	C0016977	Gallbladder Diseases	
LINC01549	C0016977	Gallbladder Diseases	
NTM	C0016977	Gallbladder Diseases	
GLRX3P1	C0016977	Gallbladder Diseases	
SMNP	C0016977	Gallbladder Diseases	
RALA	C0016977	Gallbladder Diseases	
ANKRD44	C0016977	Gallbladder Diseases	
RNA5SP347	C0016977	Gallbladder Diseases	
CNTN5	C0016977	Gallbladder Diseases	
MRPL50P3	C0016977	Gallbladder Diseases	
CLK4	C0016977	Gallbladder Diseases	
HS6ST3	C0016977	Gallbladder Diseases	
BARD1	C0700095	Neuroblastoma	
CASC15	C0700095	Neuroblastoma	
LMO1	C0700095	Neuroblastoma	
NBAT1	C0700095	Neuroblastoma	
HACE1	C0700095	Neuroblastoma	
LOC101928103	C0700095	Neuroblastoma	
HLA-DRB5	C0026896	Myasthenia Gravis	
HLA-DRB6	C0026896	Myasthenia Gravis	
ATP6V1G2-DDX39B	C0026896	Myasthenia Gravis	
ATP6V1G2	C0026896	Myasthenia Gravis	
NFKBIL1	C0026896	Myasthenia Gravis	
HCG9	C0026896	Myasthenia Gravis	
DDX39BP2	C0026896	Myasthenia Gravis	
NPM1P33	C0026896	Myasthenia Gravis	
CTLA4	C0026896	Myasthenia Gravis	
RPS5P5	C0026896	Myasthenia Gravis	
ZBTB10	C0026896	Myasthenia Gravis	
EGR2	C1261473	Sarcoma, Ewing	
HNF1B	C0206687	Carcinoma, Endometrioid	
CYP19A1	C0206687	Carcinoma, Endometrioid	
LOC643623	C0206687	Carcinoma, Endometrioid	
RNY1P8	C0206687	Carcinoma, Endometrioid	
MARK2P12	C0206687	Carcinoma, Endometrioid	
APOC1	C0025260	Memory	
PVRL2	C0025260	Memory	
PDE5A	C0025260	Memory	
MAD2L1	C0025260	Memory	
ABO	C0235974	Pancreatic Carcinoma	
LINC00673	C0235974	Pancreatic Carcinoma	
RNY1P8	C0235974	Pancreatic Carcinoma	
MARK2P12	C0235974	Pancreatic Carcinoma	
TERT	C0235974	Pancreatic Carcinoma	
BACH1	C0235974	Pancreatic Carcinoma	
TFF2	C0235974	Pancreatic Carcinoma	
TFF1	C0235974	Pancreatic Carcinoma	
LINC-PINT	C0235974	Pancreatic Carcinoma	
RPL23AP16	C0235974	Pancreatic Carcinoma	
NR5A2	C0235974	Pancreatic Carcinoma	
CLPTM1L	C0235974	Pancreatic Carcinoma	
LINC00867	C0235974	Pancreatic Carcinoma	
PRLHR	C0235974	Pancreatic Carcinoma	
PDX1-AS1	C0235974	Pancreatic Carcinoma	
BCAR1	C0235974	Pancreatic Carcinoma	
FAM19A5	C0235974	Pancreatic Carcinoma	
CDKAL1	C0011847	Diabetes, Gestational	
RPS3AP42	C0011847	Diabetes, Gestational	
MTNR1B	C0011847	Diabetes, Gestational	
KHSRPP1	C0497388	Nevus	
MTAP	C0497388	Nevus	
LOC101929163	C0024299	Lymphoma, Large B-Cell, Diffuse	
BTNL2	C0024299	Lymphoma, Large B-Cell, Diffuse	
DHFRP2	C0024299	Lymphoma, Large B-Cell, Diffuse	
FGFR3P1	C0024299	Lymphoma, Large B-Cell, Diffuse	
MLLT10	C0025286	Meningioma	
UNC13A	C0002736	Amyotrophic Lateral Sclerosis	
IFNK	C0002736	Amyotrophic Lateral Sclerosis	
C9orf72	C0002736	Amyotrophic Lateral Sclerosis	
HLA-DQA1	C0035455	Rhinitis, Allergic, Seasonal	
HLA-DQB1	C0035455	Rhinitis, Allergic, Seasonal	
TLR1	C0035455	Rhinitis, Allergic, Seasonal	
WDR36	C0035455	Rhinitis, Allergic, Seasonal	
RPS3AP21	C0035455	Rhinitis, Allergic, Seasonal	
IL1RL1	C0035455	Rhinitis, Allergic, Seasonal	
GSDMA	C0035455	Rhinitis, Allergic, Seasonal	
SLC25A46	C0035455	Rhinitis, Allergic, Seasonal	
TSLP	C0035455	Rhinitis, Allergic, Seasonal	
MTCO3P1	C0035455	Rhinitis, Allergic, Seasonal	
RANBP6	C0035455	Rhinitis, Allergic, Seasonal	
GTF3AP1	C0035455	Rhinitis, Allergic, Seasonal	
HLA-DRB1	C0027404	Narcolepsy	
HLA-DQA1	C0027404	Narcolepsy	
ZNF365	C0027404	Narcolepsy	
PPAN-P2RY11	C0027404	Narcolepsy	
PPAN	C0027404	Narcolepsy	
SNORD105	C0027404	Narcolepsy	
TOMM40	C0524851	Neurodegenerative Diseases	
LOC102724265	C0007097	Carcinoma, Squamous Cell	
MIR1204	C0007097	Carcinoma, Squamous Cell	
PVT1	C0007097	Carcinoma, Squamous Cell	
EPAS1	C0007097	Carcinoma, Squamous Cell	
SSPN	C0007097	Carcinoma, Squamous Cell	
ITPR2	C0007097	Carcinoma, Squamous Cell	
IFITM9P	C0007097	Carcinoma, Squamous Cell	
CCND1	C0007097	Carcinoma, Squamous Cell	
CALM2P1	C0522224	Paralysis	
CASC17	C0522224	Paralysis	
LOC102724351	C0023267	Leiomyoma	
TNRC6B	C0023267	Leiomyoma	
BET1L	C0023267	Leiomyoma	
HYKK	C0034067	Pulmonary Emphysema	
CHRNA5	C0034067	Pulmonary Emphysema	
BCL6	C0024299	Lymphoma, Large B-Cell, Diffuse	
LPP-AS2	C0024299	Lymphoma, Large B-Cell, Diffuse	
HLA-DRB1	C0024299	Lymphoma, Large B-Cell, Diffuse	
HLA-DQA1	C0024299	Lymphoma, Large B-Cell, Diffuse	
HLA-DRB9	C0024299	Lymphoma, Large B-Cell, Diffuse	
HLA-DRB5	C0024299	Lymphoma, Large B-Cell, Diffuse	
HLA-DQB1	C0024299	Lymphoma, Large B-Cell, Diffuse	
MTCO3P1	C0024299	Lymphoma, Large B-Cell, Diffuse	
HLA-DQB2	C0024299	Lymphoma, Large B-Cell, Diffuse	
HLA-DOB	C0024299	Lymphoma, Large B-Cell, Diffuse	
IFNL3P1	C0677886	Ovarian epithelial cancer	
IFNL3	C0677886	Ovarian epithelial cancer	
HOXD3	C0677886	Ovarian epithelial cancer	
CRHR1	C0006111	Brain Diseases	
CRHR1-IT1	C0006111	Brain Diseases	
TUFMP1	C0023474	Leukemia, Myeloid, Chronic-Phase	
RPL34P31	C0023474	Leukemia, Myeloid, Chronic-Phase	
APOE	C0752347	Lewy Body Disease	
CENPE	C1336708	Testicular Germ Cell Tumor	
GAB2	C1336708	Testicular Germ Cell Tumor	
MIR4456	C0024115	Pulmonary Disease, Chronic Obstructive	
CEP72	C0024115	Pulmonary Disease, Chronic Obstructive	
MUC4	C0024115	Pulmonary Disease, Chronic Obstructive	
NDUFB8P3	C0024115	Pulmonary Disease, Chronic Obstructive	
APIP	C0024115	Pulmonary Disease, Chronic Obstructive	
COLEC10	C0029456	Osteoporosis	
ALDH7A1	C0029456	Osteoporosis	
RNY1P8	C0030297	Pancreatic Neoplasms	
MARK2P12	C0030297	Pancreatic Neoplasms	
NR5A2	C0030297	Pancreatic Neoplasms	
RPL23AP16	C0030297	Pancreatic Neoplasms	
PLCE1	C0017185	Gastrointestinal Neoplasms	
LINC00558	C0014544	Epilepsy	
TPT1P9	C0014544	Epilepsy	
BRINP1	C0014544	Epilepsy	
CRAMP1L	C0014544	Epilepsy	
SLC17A8	C0007097	Carcinoma, Squamous Cell	
NR1H4	C0007097	Carcinoma, Squamous Cell	
FAM13A	C0008677	Bronchitis, Chronic	
LINC00664	C0030193	Pain	
MIR4675	C0032019	Pituitary Neoplasms	
NEBL	C0032019	Pituitary Neoplasms	
MIR548F1	C0032019	Pituitary Neoplasms	
MTRNR2L5	C0032019	Pituitary Neoplasms	
DHFRP2	C0038012	Spondylitis, Ankylosing	
FGFR3P1	C0038012	Spondylitis, Ankylosing	
LOC101929072	C0038012	Spondylitis, Ankylosing	
MICA	C0038012	Spondylitis, Ankylosing	
MIR5192	C0038012	Spondylitis, Ankylosing	
TMEM17	C0038012	Spondylitis, Ankylosing	
ERAP1	C0038012	Spondylitis, Ankylosing	
RPSAP64	C0038012	Spondylitis, Ankylosing	
RPL23AP12	C0038012	Spondylitis, Ankylosing	
IL23R	C0038012	Spondylitis, Ankylosing	
LTBR	C0038012	Spondylitis, Ankylosing	
RPL31P10	C0038012	Spondylitis, Ankylosing	
KIF21B	C0038012	Spondylitis, Ankylosing	
ADGRL2	C0038012	Spondylitis, Ankylosing	
PHTF1	C0038012	Spondylitis, Ankylosing	
ATG16L1	C0038012	Spondylitis, Ankylosing	
DAG1	C0038012	Spondylitis, Ankylosing	
MIR1305	C0038012	Spondylitis, Ankylosing	
DCTD	C0038012	Spondylitis, Ankylosing	
LINC00603	C0038012	Spondylitis, Ankylosing	
PTGER4	C0038012	Spondylitis, Ankylosing	
ATP8A2P1	C0038012	Spondylitis, Ankylosing	
LINC00993	C0038012	Spondylitis, Ankylosing	
ZNF365	C0038012	Spondylitis, Ankylosing	
ALDH7A1P4	C0038012	Spondylitis, Ankylosing	
INS-IGF2	C0038012	Spondylitis, Ankylosing	
IGF2-AS	C0038012	Spondylitis, Ankylosing	
IGF2	C0038012	Spondylitis, Ankylosing	
SMAD3	C0038012	Spondylitis, Ankylosing	
NKD1	C0038012	Spondylitis, Ankylosing	
MIR6731	C0038012	Spondylitis, Ankylosing	
MIR4425	C0038012	Spondylitis, Ankylosing	
NKX2-3	C0038012	Spondylitis, Ankylosing	
SLC25A28	C0038012	Spondylitis, Ankylosing	
ANKRD55	C0038012	Spondylitis, Ankylosing	
RNU4ATAC2P	C0038012	Spondylitis, Ankylosing	
ADRA1B	C0038012	Spondylitis, Ankylosing	
LRRK2	C0038012	Spondylitis, Ankylosing	
RPL13AP14	C0038012	Spondylitis, Ankylosing	
EDIL3	C0038012	Spondylitis, Ankylosing	
CST3	C0035078	Renal Insufficiency, Chronic	
UMOD	C0035078	Renal Insufficiency, Chronic	
PDILT	C0035078	Renal Insufficiency, Chronic	
SLC28A2	C0035078	Renal Insufficiency, Chronic	
GATM	C0035078	Renal Insufficiency, Chronic	
SHROOM3	C0035078	Renal Insufficiency, Chronic	
APOL4	C0035078	Renal Insufficiency, Chronic	
APOL2	C0035078	Renal Insufficiency, Chronic	
MPPED2	C0035078	Renal Insufficiency, Chronic	
DCDC5	C0035078	Renal Insufficiency, Chronic	
UBE2Q2	C0035078	Renal Insufficiency, Chronic	
BCAS3	C0035078	Renal Insufficiency, Chronic	
SLC7A9	C0035078	Renal Insufficiency, Chronic	
SLC34A1	C0035078	Renal Insufficiency, Chronic	
PRKAG2	C0035078	Renal Insufficiency, Chronic	
GCKR	C0035078	Renal Insufficiency, Chronic	
NAT8	C0035078	Renal Insufficiency, Chronic	
PIP5K1B	C0035078	Renal Insufficiency, Chronic	
VEGFA	C0035078	Renal Insufficiency, Chronic	
LINC01512	C0035078	Renal Insufficiency, Chronic	
WDR72	C0035078	Renal Insufficiency, Chronic	
CERS2	C0035078	Renal Insufficiency, Chronic	
ANXA9	C0035078	Renal Insufficiency, Chronic	
SLC22A2	C0035078	Renal Insufficiency, Chronic	
SPATA5L1	C0035078	Renal Insufficiency, Chronic	
TFDP2	C0035078	Renal Insufficiency, Chronic	
DACH1	C0035078	Renal Insufficiency, Chronic	
ATXN2	C0035078	Renal Insufficiency, Chronic	
SLC6A13	C0035078	Renal Insufficiency, Chronic	
RSBN1L	C0035078	Renal Insufficiency, Chronic	
TMEM60	C0035078	Renal Insufficiency, Chronic	
SLC13A3	C0035078	Renal Insufficiency, Chronic	
HLA-DQA1	C0017658	Glomerulonephritis, Membranous	
WASF5P	C0017658	Glomerulonephritis, Membranous	
HLA-B	C0017658	Glomerulonephritis, Membranous	
C6orf10	C0017658	Glomerulonephritis, Membranous	
DXO	C0017658	Glomerulonephritis, Membranous	
STK19	C0017658	Glomerulonephritis, Membranous	
TCF19	C0017658	Glomerulonephritis, Membranous	
HCG22	C0017658	Glomerulonephritis, Membranous	
C6orf15	C0017658	Glomerulonephritis, Membranous	
PRRC2A	C0017658	Glomerulonephritis, Membranous	
MIR6832	C0017658	Glomerulonephritis, Membranous	
GPANK1	C0017658	Glomerulonephritis, Membranous	
CSNK2B	C0017658	Glomerulonephritis, Membranous	
BTNL2	C0017658	Glomerulonephritis, Membranous	
PSORS1C1	C0017658	Glomerulonephritis, Membranous	
EHMT2	C0017658	Glomerulonephritis, Membranous	
EGFL8	C0017658	Glomerulonephritis, Membranous	
PPT2-EGFL8	C0017658	Glomerulonephritis, Membranous	
AGPAT1	C0017658	Glomerulonephritis, Membranous	
RNF5	C0017658	Glomerulonephritis, Membranous	
MIR6833	C0017658	Glomerulonephritis, Membranous	
DPCR1	C0017658	Glomerulonephritis, Membranous	
FKBPL	C0017658	Glomerulonephritis, Membranous	
PRRT1	C0017658	Glomerulonephritis, Membranous	
HLA-DMB	C0017658	Glomerulonephritis, Membranous	
HLA-DMA	C0017658	Glomerulonephritis, Membranous	
POU5F1	C0017658	Glomerulonephritis, Membranous	
PLA2R1	C0017658	Glomerulonephritis, Membranous	
HLA-DQA1	C0241910	Hepatitis, Autoimmune	
HLA-S	C0018213	Graves Disease	
MICA	C0018213	Graves Disease	
HCG22	C0018213	Graves Disease	
C6orf15	C0018213	Graves Disease	
GPR174	C0018213	Graves Disease	
KIF4CP	C0018213	Graves Disease	
HLA-DQB1	C0018213	Graves Disease	
MTCO3P1	C0018213	Graves Disease	
DHFRP2	C0018213	Graves Disease	
FGFR3P1	C0018213	Graves Disease	
TSHR	C0018213	Graves Disease	
C6orf10	C0018213	Graves Disease	
PSORS1C1	C0018213	Graves Disease	
HLA-W	C0018213	Graves Disease	
MICD	C0018213	Graves Disease	
C1QTNF6	C0018213	Graves Disease	
SLAMF6	C0018213	Graves Disease	
NPM1P33	C0018213	Graves Disease	
CTLA4	C0018213	Graves Disease	
ZNRD1-AS1	C0018213	Graves Disease	
HLA-J	C0018213	Graves Disease	
ABCF1	C0018213	Graves Disease	
MUC22	C0018213	Graves Disease	
FCRL3	C0018213	Graves Disease	
HCG26	C0018213	Graves Disease	
MLN	C0018213	Graves Disease	
LINC01016	C0018213	Graves Disease	
ITPR3	C0018213	Graves Disease	
ABO	C0018213	Graves Disease	
RNASET2	C0018213	Graves Disease	
MIR3939	C0018213	Graves Disease	
ITPA	C0002871	Anemia	
TF	C0002871	Anemia	
HFE	C0002871	Anemia	
RNY5P7	C0036439	Scoliosis	
LBX1	C0036439	Scoliosis	
LBX1-AS1	C0036439	Scoliosis	
ADGRG6	C0036439	Scoliosis	
BNC2	C0036439	Scoliosis	
RPL23P5	C0036439	Scoliosis	
HSPA9P1	C0036439	Scoliosis	
BCL2	C0036439	Scoliosis	
CASC17	C0036439	Scoliosis	
LINC01152	C0036439	Scoliosis	
HLA-DRA	C0017658	Glomerulonephritis, Membranous	
HLA-DRB9	C0017658	Glomerulonephritis, Membranous	
MTCO3P1	C0017658	Glomerulonephritis, Membranous	
HLA-DQA2	C0017658	Glomerulonephritis, Membranous	
HLA-DQB1	C0017658	Glomerulonephritis, Membranous	
DEFA9P	C0017658	Glomerulonephritis, Membranous	
